0.01,0.909874,0.828997,-0.995301,0.990624,0
0.0177778,0.86725,0.755156,-0.99171,0.98349,0
0.0255556,0.83436,0.70182,-0.988013,0.976175,0
0.0333333,0.787979,0.633626,-0.984246,0.968749,0
0.0411111,0.785297,0.624724,-0.980495,0.961384,0
0.0488889,0.76665,0.596072,-0.97694,0.954429,0
0.0566667,0.738934,0.55507,-0.973218,0.947177,0
0.0644444,0.690534,0.49637,-0.969148,0.939281,0
0.0722222,0.675779,0.47734,-0.965294,0.931833,0
0.08,0.662114,0.455003,-0.961447,0.92443,0
0.0877778,0.63908,0.428115,-0.957452,0.916774,0
0.0955556,0.632456,0.41998,-0.953936,0.910066,0
0.103333,0.600744,0.386798,-0.949895,0.902387,0
0.111111,0.585128,0.366767,-0.945801,0.894639,0
0.118889,0.562485,0.345804,-0.942043,0.88756,0
0.126667,0.532178,0.312518,-0.937494,0.879027,0
0.134444,0.511028,0.291501,-0.933135,0.870894,0
0.142222,0.506978,0.28653,-0.929475,0.864099,0
0.15,0.468495,0.251329,-0.924514,0.85492,0
0.157778,0.458,0.242815,-0.920782,0.848053,0
0.165556,0.431236,0.219842,-0.915939,0.839188,0
0.173333,0.419915,0.209658,-0.912052,0.832103,0
0.181111,0.40898,0.199893,-0.90766,0.824139,0
0.188889,0.390542,0.186219,-0.902903,0.815564,0
0.196667,0.365847,0.168147,-0.897743,0.806315,0
0.204444,0.353367,0.157365,-0.893059,0.797967,0
0.212222,0.329891,0.140573,-0.888268,0.789459,0
0.22,0.324925,0.136008,-0.883455,0.780976,0
0.227778,0.297745,0.118479,-0.878326,0.771982,0
0.235556,0.289496,0.113285,-0.873338,0.763281,0
0.243333,0.276548,0.104093,-0.868333,0.754604,0
0.251111,0.258822,0.0928701,-0.862801,0.745086,0
0.258889,0.249507,0.0870527,-0.857885,0.736665,0
0.266667,0.245774,0.0842723,-0.853835,0.729761,0
0.274444,0.236303,0.0789466,-0.847014,0.718244,0
0.282222,0.226943,0.0741225,-0.842313,0.710361,0
0.29,0.215266,0.0677381,-0.836683,0.700933,0
0.297778,0.209585,0.0636958,-0.831863,0.692958,0
0.305556,0.204155,0.0606912,-0.826157,0.683566,0
0.313333,0.191158,0.0540573,-0.820259,0.673914,0
0.321111,0.185792,0.0509983,-0.814576,0.664676,0
0.328889,0.181453,0.0491513,-0.809197,0.655998,0
0.336667,0.178146,0.047695,-0.803238,0.646474,0
0.344444,0.171106,0.0439747,-0.798206,0.638443,0
0.352222,0.165986,0.0415821,-0.792857,0.630027,0
0.36,0.161753,0.0394252,-0.78665,0.620293,0
0.367778,0.157087,0.0372332,-0.78119,0.611788,0
0.375556,0.150026,0.0342325,-0.775484,0.602981,0
0.383333,0.146393,0.0327885,-0.769741,0.594142,0
0.391111,0.144098,0.031795,-0.764763,0.586581,0
0.398889,0.143551,0.0312961,-0.759247,0.578261,0
0.406667,0.140305,0.0299446,-0.753619,0.569784,0
0.414444,0.13667,0.0288338,-0.747659,0.560912,0
0.422222,0.13024,0.0262234,-0.74161,0.551979,0
0.43,0.130275,0.026039,-0.736431,0.544363,0
0.437778,0.12515,0.0241918,-0.730886,0.536325,0
0.445556,0.125581,0.0243623,-0.726121,0.529449,0
0.453333,0.120547,0.0224793,-0.719393,0.519803,0
0.461111,0.120023,0.0224706,-0.714602,0.513001,0
0.468889,0.119731,0.0221551,-0.709791,0.506189,0
0.476667,0.118309,0.0218159,-0.705188,0.499755,0
0.484444,0.115532,0.0205468,-0.698778,0.490761,0
0.492222,0.113593,0.0200927,-0.693063,0.482915,0
0.5,0.112206,0.0195905,-0.688624,0.476845,0
0.01,0.887826,0.793456,-0.995312,0.990647,0
0.0177778,0.872179,0.763778,-0.991724,0.983519,0
0.0255556,0.836021,0.704509,-0.987989,0.976127,0
0.0333333,0.801015,0.651991,-0.984283,0.968821,0
0.0411111,0.777342,0.611549,-0.98046,0.961314,0
0.0488889,0.756008,0.581661,-0.976813,0.954183,0
0.0566667,0.71593,0.532964,-0.97307,0.94689,0
0.0644444,0.682795,0.493324,-0.968994,0.938981,0
0.0722222,0.669514,0.472713,-0.965379,0.931996,0
0.08,0.676109,0.471808,-0.961717,0.92495,0
0.0877778,0.644436,0.436716,-0.95778,0.917403,0
0.0955556,0.634623,0.423894,-0.954284,0.910728,0
0.103333,0.597923,0.378862,-0.949716,0.902042,0
0.111111,0.596223,0.377968,-0.946232,0.895454,0
0.118889,0.546063,0.325473,-0.941433,0.886412,0
0.126667,0.560554,0.339267,-0.938034,0.880038,0
0.134444,0.520761,0.299855,-0.933373,0.87134,0
0.142222,0.478236,0.261967,-0.928706,0.862678,0
0.15,0.482151,0.262665,-0.925215,0.856212,0
0.157778,0.462475,0.247057,-0.921007,0.848474,0
0.165556,0.414685,0.209206,-0.915046,0.837561,0
0.173333,0.422201,0.212611,-0.911708,0.831487,0
0.181111,0.40461,0.196177,-0.907364,0.823607,0
0.188889,0.39185,0.18823,-0.902591,0.815004,0
0.196667,0.372873,0.172572,-0.898147,0.807023,0
0.204444,0.35095,0.156448,-0.893078,0.797989,0
0.212222,0.326167,0.13821,-0.887831,0.788708,0
0.22,0.319193,0.131943,-0.883047,0.780247,0
0.227778,0.31902,0.131436,-0.879139,0.773398,0
0.235556,0.291678,0.114087,-0.873324,0.763277,0
0.243333,0.274695,0.103054,-0.867798,0.753686,0
0.251111,0.260189,0.0931661,-0.862845,0.745152,0
0.258889,0.24726,0.0854649,-0.857358,0.735779,0
0.266667,0.247416,0.0855788,-0.852594,0.727687,0
0.274444,0.232283,0.0769369,-0.847453,0.71899,0
0.282222,0.221083,0.0706787,-0.841739,0.709388,0
0.29,0.216513,0.067227,-0.836158,0.700104,0
0.297778,0.206225,0.061958,-0.830527,0.690741,0
0.305556,0.201982,0.0592169,-0.825691,0.682804,0
0.313333,0.185276,0.0513368,-0.820088,0.673641,0
0.321111,0.188409,0.0527277,-0.814957,0.665312,0
0.328889,0.18492,0.051032,-0.809625,0.656705,0
